x,y,z,C,R,G,B
-7.06,-9.35,3.58,1,228.0,253.4,92.7
-6.46,-9.27,3.32,1,228.0,253.4,92.7
-7.09,-9.34,3.58,1,228.0,253.4,92.7
-6.46,-9.22,3.31,1,228.0,253.4,92.7
-6.25,-9.67,3.26,1,228.0,253.4,92.7
-7.13,-9.33,3.59,1,228.0,253.4,92.7
-6.48,-9.19,3.30,1,228.0,253.4,92.7
-7.15,-9.30,3.59,1,228.0,253.4,92.7
-6.44,-9.07,3.27,1,228.0,253.4,92.7
-6.48,-9.89,3.35,1,228.0,253.4,92.7
-7.18,-9.28,3.58,1,228.0,253.4,92.7
-6.54,-9.15,3.31,1,228.0,253.4,92.7
-7.20,-9.24,3.58,1,228.0,253.4,92.7
-7.23,-9.23,3.58,1,228.0,253.4,92.7
-6.36,-9.45,3.23,1,228.0,253.4,92.7
-7.29,-9.19,3.59,1,228.0,253.4,92.7
-6.38,-9.42,3.22,1,228.0,253.4,92.7
-7.71,-9.73,3.28,1,228.0,253.4,92.7
-7.33,-9.17,3.59,1,228.0,253.4,92.7
-6.48,-9.51,3.26,1,228.0,253.4,92.7
-6.47,-9.43,3.24,1,228.0,253.4,92.7
-7.69,-9.57,3.24,1,228.0,253.4,92.7
-6.56,-9.50,3.27,1,228.0,253.4,92.7
-7.52,-9.18,3.63,1,228.0,253.4,92.7
-7.29,-8.84,3.50,1,228.0,253.4,92.7
-6.58,-9.34,3.24,1,228.0,253.4,92.7
-7.37,-9.60,3.56,1,228.0,253.4,92.7
-6.98,-9.66,3.37,1,228.0,253.4,92.7
-7.58,-8.87,3.57,1,228.0,253.4,92.7
-7.55,-8.77,3.54,1,228.0,253.4,92.7
-7.07,-9.59,3.37,1,228.0,253.4,92.7
-7.50,-9.35,3.52,1,228.0,253.4,92.7
-7.25,-9.77,3.44,1,228.0,253.4,92.7
-6.40,-9.34,3.09,1,228.0,253.4,92.7
-7.60,-9.42,3.56,1,228.0,253.4,92.7
-7.28,-9.75,3.44,1,228.0,253.4,92.7
-7.40,-9.11,3.45,1,228.0,253.4,92.7
-7.42,-9.08,3.45,1,228.0,253.4,92.7
-7.23,-9.56,3.39,1,228.0,253.4,92.7
-7.61,-9.25,3.52,1,228.0,253.4,92.7
-7.35,-9.35,3.37,1,228.0,253.4,92.7
-7.39,-9.30,3.36,1,228.0,253.4,92.7
-7.54,-9.42,3.42,1,228.0,253.4,92.7
-7.70,-9.56,3.47,1,228.0,253.4,92.7
-7.72,-9.53,3.47,1,228.0,253.4,92.7
-7.67,-9.23,3.40,1,228.0,253.4,92.7
-7.37,-8.82,3.26,1,228.0,253.4,92.7
-7.51,-8.92,3.30,1,228.0,253.4,92.7
-7.69,-9.87,3.41,1,228.0,253.4,92.7
-7.60,-8.93,3.20,1,228.0,253.4,92.7
-5.88,-6.19,2.61,2,145.9,119.1,107.2
-5.83,-6.09,2.58,2,145.9,119.1,107.2
-5.80,-6.03,2.56,2,145.9,119.1,107.2
-5.90,-6.10,2.59,2,145.9,119.1,107.2
-5.85,-6.01,2.56,2,145.9,119.1,107.2
-5.87,-5.99,2.56,2,145.9,119.1,107.2
-5.89,-5.97,2.56,2,145.9,119.1,107.2
-6.07,-6.16,2.28,2,145.9,119.1,107.2
-5.92,-5.96,2.57,2,145.9,119.1,107.2
-5.93,-5.94,2.57,2,145.9,119.1,107.2
-6.15,-6.16,2.30,2,145.9,119.1,107.2
-5.91,-5.88,2.55,2,145.9,119.1,107.2
-6.04,-6.02,2.25,2,145.9,119.1,107.2
-5.93,-5.87,2.55,2,145.9,119.1,107.2
-5.99,-5.93,2.22,2,145.9,119.1,107.2
-5.94,-5.84,2.55,2,145.9,119.1,107.2
-5.96,-5.87,2.21,2,145.9,119.1,107.2
-5.96,-5.83,2.55,2,145.9,119.1,107.2
-6.01,-5.88,2.22,2,145.9,119.1,107.2
-5.97,-5.80,2.54,2,145.9,119.1,107.2
-5.80,-6.08,2.47,2,145.9,119.1,107.2
-6.03,-5.86,2.22,2,145.9,119.1,107.2
-5.99,-5.78,2.54,2,145.9,119.1,107.2
-5.83,-6.07,2.47,2,145.9,119.1,107.2
-6.00,-5.80,2.20,2,145.9,119.1,107.2
-6.02,-5.78,2.55,2,145.9,119.1,107.2
-5.82,-6.02,2.46,2,145.9,119.1,107.2
-6.03,-5.75,2.55,2,145.9,119.1,107.2
-5.84,-6.01,2.46,2,145.9,119.1,107.2
-5.93,-5.66,2.16,2,145.9,119.1,107.2
-6.05,-5.73,2.55,2,145.9,119.1,107.2
-5.86,-6.00,2.46,2,145.9,119.1,107.2
-6.07,-5.75,2.21,2,145.9,119.1,107.2
-6.09,-5.73,2.56,2,145.9,119.1,107.2
-5.87,-5.97,2.46,2,145.9,119.1,107.2
-6.06,-5.71,2.20,2,145.9,119.1,107.2
-6.09,-5.70,2.55,2,145.9,119.1,107.2
-5.90,-5.96,2.46,2,145.9,119.1,107.2
-6.03,-5.65,2.18,2,145.9,119.1,107.2
-6.14,-5.71,2.56,2,145.9,119.1,107.2
-5.89,-5.92,2.45,2,145.9,119.1,107.2
-6.07,-5.65,2.19,2,145.9,119.1,107.2
-6.14,-5.68,2.56,2,145.9,119.1,107.2
-5.92,-5.91,2.46,2,145.9,119.1,107.2
-6.06,-5.61,2.18,2,145.9,119.1,107.2
-6.12,-5.63,2.54,2,145.9,119.1,107.2
-5.91,-5.86,2.44,2,145.9,119.1,107.2
-6.12,-5.63,2.19,2,145.9,119.1,107.2
-6.13,-5.60,2.54,2,145.9,119.1,107.2
-5.94,-5.85,2.45,2,145.9,119.1,107.2
-6.09,-5.57,2.18,2,145.9,119.1,107.2
-6.19,-6.10,2.20,2,145.9,119.1,107.2
-6.16,-5.60,2.54,2,145.9,119.1,107.2
-5.92,-5.80,2.43,2,145.9,119.1,107.2
-6.17,-5.60,2.20,2,145.9,119.1,107.2
-6.18,-5.58,2.54,2,145.9,119.1,107.2
-5.92,-5.77,2.43,2,145.9,119.1,107.2
-5.84,-6.13,2.40,2,145.9,119.1,107.2
-6.27,-5.67,2.23,2,145.9,119.1,107.2
-6.20,-5.56,2.54,2,145.9,119.1,107.2
-5.94,-5.75,2.43,2,145.9,119.1,107.2
-5.82,-6.08,2.38,2,145.9,119.1,107.2
-6.28,-5.64,2.23,2,145.9,119.1,107.2
-6.24,-5.57,2.56,2,145.9,119.1,107.2
-5.93,-5.70,2.42,2,145.9,119.1,107.2
-5.89,-6.11,2.40,2,145.9,119.1,107.2
-5.83,-5.20,2.06,2,145.9,119.1,107.2
-5.85,-5.22,1.76,2,145.9,119.1,107.2
-6.23,-5.52,2.54,2,145.9,119.1,107.2
-5.97,-5.71,2.43,2,145.9,119.1,107.2
-5.87,-6.05,2.39,2,145.9,119.1,107.2
-5.87,-5.20,2.07,2,145.9,119.1,107.2
-5.88,-5.22,1.76,2,145.9,119.1,107.2
-6.22,-5.48,2.53,2,145.9,119.1,107.2
-6.00,-5.70,2.43,2,145.9,119.1,107.2
-5.92,-6.07,2.40,2,145.9,119.1,107.2
-5.89,-5.19,2.07,2,145.9,119.1,107.2
-5.92,-5.22,1.77,2,145.9,119.1,107.2
-6.24,-5.46,2.53,2,145.9,119.1,107.2
-6.00,-5.66,2.42,2,145.9,119.1,107.2
-5.91,-6.02,2.39,2,145.9,119.1,107.2
-5.96,-5.22,1.78,2,145.9,119.1,107.2
-6.28,-5.46,2.54,2,145.9,119.1,107.2
-6.02,-5.65,2.42,2,145.9,119.1,107.2
-5.91,-5.98,2.38,2,145.9,119.1,107.2
-6.34,-5.51,2.22,2,145.9,119.1,107.2
-6.00,-5.22,1.78,2,145.9,119.1,107.2
-6.14,-5.31,2.48,2,145.9,119.1,107.2
-6.04,-5.63,2.43,2,145.9,119.1,107.2
-5.94,-5.97,2.38,2,145.9,119.1,107.2
-6.43,-5.57,2.24,2,145.9,119.1,107.2
-6.33,-5.91,2.19,2,145.9,119.1,107.2
-6.03,-5.22,1.79,2,145.9,119.1,107.2
-6.05,-5.61,2.42,2,145.9,119.1,107.2
-5.96,-5.96,2.39,2,145.9,119.1,107.2
-6.29,-5.83,2.17,2,145.9,119.1,107.2
-6.06,-5.21,1.79,2,145.9,119.1,107.2
-6.06,-5.58,2.42,2,145.9,119.1,107.2
-5.96,-5.93,2.38,2,145.9,119.1,107.2
-6.31,-5.81,2.17,2,145.9,119.1,107.2
-6.08,-5.20,1.79,2,145.9,119.1,107.2
-6.06,-5.14,2.43,2,145.9,119.1,107.2
-6.11,-5.60,2.44,2,145.9,119.1,107.2
-5.92,-5.85,2.36,2,145.9,119.1,107.2
-6.07,-5.15,2.10,2,145.9,119.1,107.2
-6.30,-5.77,2.16,2,145.9,119.1,107.2
-6.09,-5.17,1.79,2,145.9,119.1,107.2
-6.07,-5.12,2.43,2,145.9,119.1,107.2
-6.16,-5.61,2.45,2,145.9,119.1,107.2
-5.94,-5.83,2.36,2,145.9,119.1,107.2
-6.32,-5.75,2.16,2,145.9,119.1,107.2
-6.18,-5.59,2.45,2,145.9,119.1,107.2
-5.95,-5.81,2.36,2,145.9,119.1,107.2
-5.84,-6.15,2.31,2,145.9,119.1,107.2
-6.14,-5.15,2.11,2,145.9,119.1,107.2
-6.34,-5.74,2.16,2,145.9,119.1,107.2
-6.06,-5.04,2.41,2,145.9,119.1,107.2
-6.19,-5.57,2.45,2,145.9,119.1,107.2
-5.93,-5.75,2.34,2,145.9,119.1,107.2
-5.88,-6.14,2.32,2,145.9,119.1,107.2
-5.84,-5.25,1.99,2,145.9,119.1,107.2
-5.98,-4.99,1.75,2,145.9,119.1,107.2
-5.77,-5.18,1.66,2,145.9,119.1,107.2
-6.32,-5.23,2.51,2,145.9,119.1,107.2
-6.22,-5.55,2.45,2,145.9,119.1,107.2
-5.94,-5.73,2.34,2,145.9,119.1,107.2
-6.17,-5.11,2.11,2,145.9,119.1,107.2
-5.85,-5.22,1.98,2,145.9,119.1,107.2
-6.09,-5.05,1.77,2,145.9,119.1,107.2
-5.85,-5.22,1.68,2,145.9,119.1,107.2
-6.11,-5.06,1.17,2,145.9,119.1,107.2
-6.04,-5.01,0.87,2,145.9,119.1,107.2
-6.09,-5.04,0.58,2,145.9,119.1,107.2
-6.09,-5.04,0.29,2,145.9,119.1,107.2
-6.24,-5.54,2.45,2,145.9,119.1,107.2
-5.95,-5.70,2.33,2,145.9,119.1,107.2
-6.05,-6.24,2.37,2,145.9,119.1,107.2
-5.87,-5.21,1.99,2,145.9,119.1,107.2
-5.89,-5.23,1.68,2,145.9,119.1,107.2
-6.26,-5.53,2.45,2,145.9,119.1,107.2
-5.95,-5.66,2.32,2,145.9,119.1,107.2
-5.97,-6.13,2.33,2,145.9,119.1,107.2
-5.90,-5.21,1.99,2,145.9,119.1,107.2
-5.93,-5.23,1.69,2,145.9,119.1,107.2
-6.33,-5.55,2.47,2,145.9,119.1,107.2
-5.98,-5.66,2.33,2,145.9,119.1,107.2
-5.91,-6.03,2.30,2,145.9,119.1,107.2
-5.94,-5.21,2.00,2,145.9,119.1,107.2
-5.97,-5.23,1.70,2,145.9,119.1,107.2
-6.33,-5.52,2.47,2,145.9,119.1,107.2
-5.99,-5.64,2.33,2,145.9,119.1,107.2
-5.98,-5.21,2.01,2,145.9,119.1,107.2
-6.33,-5.94,2.11,2,145.9,119.1,107.2
-6.01,-5.23,1.70,2,145.9,119.1,107.2
-6.30,-5.46,2.45,2,145.9,119.1,107.2
-6.02,-5.63,2.34,2,145.9,119.1,107.2
-6.11,-6.16,2.37,2,145.9,119.1,107.2
-6.01,-5.20,2.01,2,145.9,119.1,107.2
-6.03,-5.22,1.71,2,145.9,119.1,107.2
-6.04,-5.20,2.02,2,145.9,119.1,107.2
-6.51,-6.04,2.16,2,145.9,119.1,107.2
-6.06,-5.22,1.71,2,145.9,119.1,107.2
-6.08,-5.20,2.02,2,145.9,119.1,107.2
-6.47,-5.96,2.13,2,145.9,119.1,107.2
-6.08,-5.20,1.71,2,145.9,119.1,107.2
-5.99,-4.72,2.33,2,145.9,119.1,107.2
-6.05,-5.15,2.34,2,145.9,119.1,107.2
-6.06,-5.56,2.33,2,145.9,119.1,107.2
-6.07,-5.16,2.02,2,145.9,119.1,107.2
-6.58,-6.03,2.17,2,145.9,119.1,107.2
-6.08,-5.17,1.70,2,145.9,119.1,107.2
-5.99,-5.08,0.50,2,145.9,119.1,107.2
-6.00,-4.69,2.33,2,145.9,119.1,107.2
-6.07,-5.13,2.33,2,145.9,119.1,107.2
-6.08,-5.55,2.33,2,145.9,119.1,107.2
-6.11,-5.16,2.02,2,145.9,119.1,107.2
-6.58,-5.99,2.16,2,145.9,119.1,107.2
-6.11,-5.16,1.71,2,145.9,119.1,107.2
-5.98,-4.65,2.32,2,145.9,119.1,107.2
-6.07,-5.10,2.33,2,145.9,119.1,107.2
-6.13,-5.55,2.34,2,145.9,119.1,107.2
-6.13,-5.15,1.71,2,145.9,119.1,107.2
-6.12,-5.13,1.10,2,145.9,119.1,107.2
-6.11,-5.12,0.80,2,145.9,119.1,107.2
-6.20,-5.20,0.52,2,145.9,119.1,107.2
-5.96,-4.60,2.30,2,145.9,119.1,107.2
-6.14,-5.12,2.35,2,145.9,119.1,107.2
-6.20,-5.59,2.36,2,145.9,119.1,107.2
-5.87,-5.70,2.23,2,145.9,119.1,107.2
-6.07,-5.07,2.00,2,145.9,119.1,107.2
-6.04,-5.43,1.97,2,145.9,119.1,107.2
-6.10,-5.09,1.70,2,145.9,119.1,107.2
-6.12,-5.09,0.51,2,145.9,119.1,107.2
-5.97,-4.58,2.30,2,145.9,119.1,107.2
-6.13,-5.08,2.34,2,145.9,119.1,107.2
-6.18,-5.53,2.35,2,145.9,119.1,107.2
-5.93,-5.72,2.25,2,145.9,119.1,107.2
-6.15,-5.10,2.02,2,145.9,119.1,107.2
-5.85,-5.23,1.90,2,145.9,119.1,107.2
-6.11,-5.07,1.70,2,145.9,119.1,107.2
-6.22,-5.15,1.11,2,145.9,119.1,107.2
-6.22,-5.15,0.81,2,145.9,119.1,107.2
-6.23,-5.15,0.52,2,145.9,119.1,107.2
-5.96,-4.55,2.29,2,145.9,119.1,107.2
-6.23,-5.54,2.36,2,145.9,119.1,107.2
-5.99,-5.75,2.26,2,145.9,119.1,107.2
-5.88,-5.22,1.91,2,145.9,119.1,107.2
-5.96,-4.51,2.28,2,145.9,119.1,107.2
-6.28,-5.56,2.37,2,145.9,119.1,107.2
-5.94,-5.66,2.24,2,145.9,119.1,107.2
-5.90,-5.21,1.91,2,145.9,119.1,107.2
-6.46,-6.14,2.07,2,145.9,119.1,107.2
-5.91,-5.22,1.61,2,145.9,119.1,107.2
-5.96,-4.49,2.28,2,145.9,119.1,107.2
-6.29,-5.53,2.37,2,145.9,119.1,107.2
-5.98,-5.66,2.25,2,145.9,119.1,107.2
-5.94,-5.21,1.92,2,145.9,119.1,107.2
-6.47,-6.12,2.07,2,145.9,119.1,107.2
-5.94,-5.21,1.61,2,145.9,119.1,107.2
-5.96,-4.46,2.28,2,145.9,119.1,107.2
-6.31,-5.51,2.37,2,145.9,119.1,107.2
-6.01,-5.66,2.25,2,145.9,119.1,107.2
-5.99,-5.22,1.93,2,145.9,119.1,107.2
-5.98,-5.21,1.62,2,145.9,119.1,107.2
-5.98,-4.44,2.28,2,145.9,119.1,107.2
-6.34,-5.50,2.38,2,145.9,119.1,107.2
-6.02,-5.22,1.93,2,145.9,119.1,107.2
-6.04,-5.23,1.63,2,145.9,119.1,107.2
-5.99,-4.42,2.28,2,145.9,119.1,107.2
-6.38,-5.51,2.39,2,145.9,119.1,107.2
-6.05,-5.21,1.94,2,145.9,119.1,107.2
-6.08,-5.23,1.63,2,145.9,119.1,107.2
-6.01,-4.41,2.28,2,145.9,119.1,107.2
-6.42,-5.50,2.39,2,145.9,119.1,107.2
-6.08,-5.20,1.94,2,145.9,119.1,107.2
-6.11,-5.23,1.64,2,145.9,119.1,107.2
-6.03,-4.39,2.28,2,145.9,119.1,107.2
-6.03,-4.76,2.26,2,145.9,119.1,107.2
-6.39,-5.45,2.38,2,145.9,119.1,107.2
-6.06,-5.57,2.25,2,145.9,119.1,107.2
-6.06,-5.16,1.93,2,145.9,119.1,107.2
-6.62,-6.07,2.09,2,145.9,119.1,107.2
-6.11,-5.19,1.63,2,145.9,119.1,107.2
-6.05,-4.38,2.28,2,145.9,119.1,107.2
-6.01,-4.71,2.24,2,145.9,119.1,107.2
-6.05,-5.52,2.23,2,145.9,119.1,107.2
-6.13,-5.18,1.95,2,145.9,119.1,107.2
-6.60,-6.01,2.07,2,145.9,119.1,107.2
-6.06,-5.11,0.43,2,145.9,119.1,107.2
-6.07,-4.37,2.28,2,145.9,119.1,107.2
-6.01,-4.68,2.24,2,145.9,119.1,107.2
-6.12,-5.15,2.26,2,145.9,119.1,107.2
-6.06,-5.50,2.23,2,145.9,119.1,107.2
-6.15,-5.17,1.95,2,145.9,119.1,107.2
-6.62,-5.99,2.08,2,145.9,119.1,107.2
-6.12,-5.14,1.63,2,145.9,119.1,107.2
-6.16,-5.16,1.03,2,145.9,119.1,107.2
-6.09,-4.35,2.29,2,145.9,119.1,107.2
-6.00,-4.64,2.23,2,145.9,119.1,107.2
-6.20,-5.18,2.29,2,145.9,119.1,107.2
-6.14,-5.54,2.26,2,145.9,119.1,107.2
-6.08,-5.07,1.92,2,145.9,119.1,107.2
-5.76,-5.18,1.80,2,145.9,119.1,107.2
-6.11,-5.09,1.32,2,145.9,119.1,107.2
-6.17,-5.14,0.73,2,145.9,119.1,107.2
-6.15,-5.11,0.44,2,145.9,119.1,107.2
-6.11,-4.34,2.29,2,145.9,119.1,107.2
-6.01,-4.62,2.23,2,145.9,119.1,107.2
-6.19,-5.55,2.27,2,145.9,119.1,107.2
-5.83,-5.21,1.82,2,145.9,119.1,107.2
-6.13,-4.32,2.29,2,145.9,119.1,107.2
-6.01,-4.59,2.22,2,145.9,119.1,107.2
-6.15,-5.08,2.26,2,145.9,119.1,107.2
-6.20,-5.53,2.27,2,145.9,119.1,107.2
-6.09,-5.02,1.92,2,145.9,119.1,107.2
-5.81,-5.16,1.81,2,145.9,119.1,107.2
-6.15,-5.05,0.43,2,145.9,119.1,107.2
-6.15,-4.31,2.29,2,145.9,119.1,107.2
-6.02,-4.57,2.22,2,145.9,119.1,107.2
-6.12,-5.02,2.24,2,145.9,119.1,107.2
-6.20,-5.49,2.26,2,145.9,119.1,107.2
-6.16,-5.04,1.93,2,145.9,119.1,107.2
-5.84,-5.16,1.81,2,145.9,119.1,107.2
-6.17,-4.30,2.30,2,145.9,119.1,107.2
-6.01,-4.54,2.21,2,145.9,119.1,107.2
-6.33,-5.57,2.30,2,145.9,119.1,107.2
-5.96,-5.24,1.85,2,145.9,119.1,107.2
-6.20,-4.29,2.30,2,145.9,119.1,107.2
-6.02,-4.51,2.21,2,145.9,119.1,107.2
-6.32,-5.53,2.29,2,145.9,119.1,107.2
-6.00,-5.23,1.85,2,145.9,119.1,107.2
-6.23,-4.28,2.31,2,145.9,119.1,107.2
-6.03,-4.49,2.21,2,145.9,119.1,107.2
-6.34,-5.51,2.29,2,145.9,119.1,107.2
-6.02,-5.22,1.85,2,145.9,119.1,107.2
-6.25,-4.27,2.31,2,145.9,119.1,107.2
-6.05,-4.47,2.21,2,145.9,119.1,107.2
-6.42,-5.54,2.31,2,145.9,119.1,107.2
-6.05,-5.22,1.86,2,145.9,119.1,107.2
-6.29,-4.27,2.32,2,145.9,119.1,107.2
-6.06,-4.46,2.21,2,145.9,119.1,107.2
-6.35,-5.45,2.28,2,145.9,119.1,107.2
-6.08,-5.21,1.86,2,145.9,119.1,107.2
-6.44,-4.34,2.37,2,145.9,119.1,107.2
-6.06,-4.42,2.20,2,145.9,119.1,107.2
-6.06,-5.16,1.85,2,145.9,119.1,107.2
-5.99,-5.07,0.93,2,145.9,119.1,107.2
-6.49,-4.35,2.39,2,145.9,119.1,107.2
-6.08,-4.41,2.21,2,145.9,119.1,107.2
-5.99,-5.06,1.82,2,145.9,119.1,107.2
-6.07,-5.11,0.65,2,145.9,119.1,107.2
-6.10,-5.13,0.36,2,145.9,119.1,107.2
-6.53,-4.34,2.40,2,145.9,119.1,107.2
-6.09,-4.39,2.21,2,145.9,119.1,107.2
-6.09,-5.12,1.85,2,145.9,119.1,107.2
-6.07,-5.08,0.94,2,145.9,119.1,107.2
-6.52,-4.31,2.39,2,145.9,119.1,107.2
-6.11,-4.38,2.21,2,145.9,119.1,107.2
-6.13,-4.76,2.20,2,145.9,119.1,107.2
-6.11,-5.12,2.17,2,145.9,119.1,107.2
-6.07,-5.07,1.84,2,145.9,119.1,107.2
-6.22,-5.19,1.57,2,145.9,119.1,107.2
-6.04,-5.02,0.93,2,145.9,119.1,107.2
-6.08,-5.05,0.65,2,145.9,119.1,107.2
-6.12,-5.08,0.36,2,145.9,119.1,107.2
-6.53,-4.28,2.39,2,145.9,119.1,107.2
-6.13,-4.37,2.21,2,145.9,119.1,107.2
-6.22,-4.79,2.22,2,145.9,119.1,107.2
-6.08,-5.06,2.16,2,145.9,119.1,107.2
-6.19,-5.14,1.87,2,145.9,119.1,107.2
-6.10,-5.06,1.54,2,145.9,119.1,107.2
-6.11,-5.06,0.94,2,145.9,119.1,107.2
-6.16,-4.36,2.22,2,145.9,119.1,107.2
-6.19,-4.74,2.21,2,145.9,119.1,107.2
-6.15,-5.09,2.18,2,145.9,119.1,107.2
-6.11,-5.04,1.84,2,145.9,119.1,107.2
-6.17,-4.34,2.22,2,145.9,119.1,107.2
-6.21,-4.72,2.21,2,145.9,119.1,107.2
-6.12,-5.02,1.84,2,145.9,119.1,107.2
-6.22,-4.34,2.23,2,145.9,119.1,107.2
-6.20,-4.69,2.20,2,145.9,119.1,107.2
-6.24,-4.33,2.23,2,145.9,119.1,107.2
-6.20,-4.66,2.20,2,145.9,119.1,107.2
-6.27,-4.32,2.24,2,145.9,119.1,107.2
-6.20,-4.62,2.19,2,145.9,119.1,107.2
-6.30,-4.32,2.25,2,145.9,119.1,107.2
-6.19,-4.59,2.18,2,145.9,119.1,107.2
-6.34,-4.31,2.25,2,145.9,119.1,107.2
-6.20,-4.57,2.18,2,145.9,119.1,107.2
-6.33,-4.28,2.24,2,145.9,119.1,107.2
-6.21,-4.55,2.18,2,145.9,119.1,107.2
-6.22,-4.52,2.18,2,145.9,119.1,107.2
-6.23,-4.50,2.18,2,145.9,119.1,107.2
-6.23,-4.87,2.16,2,145.9,119.1,107.2
-6.23,-4.47,2.17,2,145.9,119.1,107.2
-6.24,-4.45,2.17,2,145.9,119.1,107.2
-6.25,-4.43,2.17,2,145.9,119.1,107.2
-6.27,-4.41,2.17,2,145.9,119.1,107.2
-6.28,-4.40,2.17,2,145.9,119.1,107.2
-6.31,-4.39,2.18,2,145.9,119.1,107.2
-6.33,-4.37,2.18,2,145.9,119.1,107.2
-6.32,-4.34,2.17,2,145.9,119.1,107.2
-6.26,-4.47,2.10,2,145.9,119.1,107.2
-9.22,-7.48,0.44,3,247.8,153.1,95.6
-9.18,-7.41,0.44,3,247.8,153.1,95.6
-9.19,-7.37,0.44,3,247.8,153.1,95.6
-9.29,-7.40,0.44,3,247.8,153.1,95.6
-9.19,-7.28,0.44,3,247.8,153.1,95.6
-9.23,-7.26,0.44,3,247.8,153.1,95.6
-9.22,-7.21,0.44,3,247.8,153.1,95.6
-9.24,-7.18,0.43,3,247.8,153.1,95.6
-9.15,-7.10,0.01,3,247.8,153.1,95.6
-9.26,-7.15,0.43,3,247.8,153.1,95.6
-9.15,-7.06,0.01,3,247.8,153.1,95.6
-9.27,-7.12,0.43,3,247.8,153.1,95.6
-9.23,-7.03,0.43,3,247.8,153.1,95.6
-9.15,-6.97,0.01,3,247.8,153.1,95.6
-9.19,-6.96,0.43,3,247.8,153.1,95.6
-9.20,-6.96,0.01,3,247.8,153.1,95.6
-9.24,-6.96,0.85,3,247.8,153.1,95.6
-9.21,-6.93,0.43,3,247.8,153.1,95.6
-9.17,-6.90,0.01,3,247.8,153.1,95.6
-9.30,-6.97,2.61,3,247.8,153.1,95.6
-9.39,-7.03,2.18,3,247.8,153.1,95.6
-9.32,-6.98,1.72,3,247.8,153.1,95.6
-9.30,-6.96,1.28,3,247.8,153.1,95.6
-9.28,-6.95,0.86,3,247.8,153.1,95.6
-9.23,-6.90,0.43,3,247.8,153.1,95.6
-9.30,-6.92,3.06,3,247.8,153.1,95.6
-9.34,-6.95,2.61,3,247.8,153.1,95.6
-9.29,-6.91,2.15,3,247.8,153.1,95.6
-9.14,-6.80,1.68,3,247.8,153.1,95.6
-9.23,-6.86,0.43,3,247.8,153.1,95.6
-9.14,-6.79,0.01,3,247.8,153.1,95.6
-9.13,-6.77,-0.41,3,247.8,153.1,95.6
-9.23,-6.82,0.43,3,247.8,153.1,95.6
-9.13,-6.74,0.01,3,247.8,153.1,95.6
-9.25,-6.78,0.43,3,247.8,153.1,95.6
-9.13,-6.69,0.01,3,247.8,153.1,95.6
-9.16,-6.71,-0.41,3,247.8,153.1,95.6
-9.62,-7.02,0.88,3,247.8,153.1,95.6
-9.27,-6.75,0.43,3,247.8,153.1,95.6
-9.21,-7.24,0.32,3,247.8,153.1,95.6
-9.13,-6.65,0.01,3,247.8,153.1,95.6
